SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Process 3 Accum Wait Cost                   .00000    
Process 4 Accum VA Time                     370.55    
Process 4 Accum VA Cost                     10.293    
Process 1 Accum VA Cost                     11.494    
Process 9 Accum VA Time                     328.37    
Process 4 Total Accum Cost                  10.293    
Process 8 Number Out                        17.000    
Process 1 Accum Wait Cost                   .00000    
Process 3 Number Out                        32.000    
Process 6 Total Accum Time                  2081.5    
Process 9 Number Out                        17.000    
Process 6 Accum VA Cost                     28.736    
Process 15 Total Accum Cost                 5.5945    
Process 14 Total Accum Cost                 14.564    
Process 13 Total Accum Cost                 3.5459    
Process 12 Total Accum Cost                 2.2931    
Process 11 Total Accum Cost                 15.681    
Process 10 Total Accum Cost                 37.342    
Process 6 Accum Wait Cost                   .00000    
Process 15 Number In                        8.0000    
Process 14 Number In                        9.0000    
Process 13 Number In                        10.000    
Process 12 Number In                        10.000    
Process 11 Number In                        11.000    
Process 10 Number In                        17.000    
Process 2 Accum Wait Cost                   .00000    
Process 1 Total Accum Cost                  11.494    
Process 1 Number Out                        46.000    
Process 4 Total Accum Time                  370.85    
Entity 1.NumberIn                           47.000    
Entity 1.NumberOut                          8.0000    
Operator 15.NumberSeized                    9.0000    
Operator 15.ScheduledUtilization            .43695    
Operator 15.BusyCost                        7.2824    
Operator 15.IdleCost                        .00000    
Operator 15.UsageCost                       .00000    
Operator 14.NumberSeized                    10.000    
Operator 14.ScheduledUtilization            .22941    
Operator 14.BusyCost                        3.5459    
Operator 14.IdleCost                        .00000    
Operator 14.UsageCost                       .00000    
Operator 16.NumberSeized                    9.0000    
Operator 16.ScheduledUtilization            .43695    
Operator 16.BusyCost                        7.2824    
Operator 16.IdleCost                        .00000    
Operator 16.UsageCost                       .00000    
Operator 11.NumberSeized                    12.000    
Operator 11.ScheduledUtilization            .76638    
Operator 11.BusyCost                        12.447    
Operator 11.IdleCost                        .00000    
Operator 11.UsageCost                       .00000    
Operator 10.NumberSeized                    12.000    
Operator 10.ScheduledUtilization            .76638    
Operator 10.BusyCost                        12.447    
Operator 10.IdleCost                        .00000    
Operator 10.UsageCost                       .00000    
Operator 13.NumberSeized                    11.000    
Operator 13.ScheduledUtilization            .48832    
Operator 13.BusyCost                        7.8409    
Operator 13.IdleCost                        .00000    
Operator 13.UsageCost                       .00000    
Operator 12.NumberSeized                    11.000    
Operator 12.ScheduledUtilization            .48832    
Operator 12.BusyCost                        7.8409    
Operator 12.IdleCost                        .00000    
Operator 12.UsageCost                       .00000    
Helper 1.NumberSeized                       47.000    
Helper 1.ScheduledUtilization               .99370    
Helper 1.BusyCost                           11.494    
Helper 1.IdleCost                           .00000    
Helper 1.UsageCost                          .00000    
Helper 3.NumberSeized                       10.000    
Helper 3.ScheduledUtilization               .19656    
Helper 3.BusyCost                           2.2931    
Helper 3.IdleCost                           .00000    
Helper 3.UsageCost                          .00000    
Helper 2.NumberSeized                       17.000    
Helper 2.ScheduledUtilization               .54729    
Helper 2.BusyCost                           6.3851    
Helper 2.IdleCost                           .00000    
Helper 2.UsageCost                          .00000    
Helper 4.NumberSeized                       8.0000    
Helper 4.ScheduledUtilization               .47953    
Helper 4.BusyCost                           5.5945    
Helper 4.IdleCost                           .00000    
Helper 4.UsageCost                          .00000    
Operator 9.NumberSeized                     12.000    
Operator 9.ScheduledUtilization             .76638    
Operator 9.BusyCost                         12.447    
Operator 9.IdleCost                         .00000    
Operator 9.UsageCost                        .00000    
Operator 8.NumberSeized                     18.000    
Operator 8.ScheduledUtilization             .20606    
Operator 8.BusyCost                         3.3367    
Operator 8.IdleCost                         .00000    
Operator 8.UsageCost                        .00000    
Operator 7.NumberSeized                     18.000    
Operator 7.ScheduledUtilization             .34977    
Operator 7.BusyCost                         5.8295    
Operator 7.IdleCost                         .00000    
Operator 7.UsageCost                        .00000    
Operator 6.NumberSeized                     19.000    
Operator 6.ScheduledUtilization             .88980    
Operator 6.BusyCost                         14.368    
Operator 6.IdleCost                         .00000    
Operator 6.UsageCost                        .00000    
Operator 5.NumberSeized                     19.000    
Operator 5.ScheduledUtilization             .88980    
Operator 5.BusyCost                         14.368    
Operator 5.IdleCost                         .00000    
Operator 5.UsageCost                        .00000    
Operator 4.NumberSeized                     31.000    
Operator 4.ScheduledUtilization             .59720    
Operator 4.BusyCost                         9.9163    
Operator 4.IdleCost                         .00000    
Operator 4.UsageCost                        .00000    
Operator 3.NumberSeized                     31.000    
Operator 3.ScheduledUtilization             .61759    
Operator 3.BusyCost                         10.293    
Operator 3.IdleCost                         .00000    
Operator 3.UsageCost                        .00000    
Operator 2.NumberSeized                     32.000    
Operator 2.ScheduledUtilization             .35612    
Operator 2.BusyCost                         5.9352    
Operator 2.IdleCost                         .00000    
Operator 2.UsageCost                        .00000    
Operator 1.NumberSeized                     33.000    
Operator 1.ScheduledUtilization             .97403    
Operator 1.BusyCost                         16.025    
Operator 1.IdleCost                         .00000    
Operator 1.UsageCost                        .00000    
All Entities.VACost                         176.97    
All Entities.NVACost                        .00000    
All Entities.WaitCost                       .00000    
All Entities.TranCost                       .00000    
All Entities.OtherCost                      .00000    
All Entities.TotalCost                      176.97    
All Resources.BusyCost                      176.97    
All Resources.IdleCost                      .00000    
All Resources.UsageCost                     .00000    
All Resources.TotalCost                     176.97    
System.TotalCost                            176.97    
System.NumberOut                            8.0000    

Beginning replication 9 of 10

                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 9 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Process 13.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalCostPerEntity               3.2343     (Insuf)    2.9236     3.6746         11    
Process 14.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          9    
Process 12.VACostPerEntity                  .25974     (Insuf)    .16178     .39430         10    
Process 10.WaitTimePerEntity                57.645     (Insuf)    .00000     112.61         11    
Process 13.VATimePerEntity                  13.931     (Insuf)    11.329     15.899         10    
Process 9.TotalCostPerEntity                .33262     (Insuf)    .27290     .47351         17    
Process 8.TotalCostPerEntity                .23050     (Insuf)    .12244     .36009         18    
Process 7.TotalCostPerEntity                .33135     (Insuf)    .27936     .46165         18    
Process 6.TotalCostPerEntity                1.5590     (Insuf)    1.3508     1.7722         19    
Process 5.TotalCostPerEntity                .33368     (Insuf)    .27711     .41638         30    
Process 4.TotalCostPerEntity                .32831     (Insuf)    .29099     .43023         31    
Process 3.TotalCostPerEntity                .17243     (Insuf)    .15070     .24523         32    
Process 2.TotalCostPerEntity                .49581     (Insuf)    .37758     .63589         32    
Process 1.TotalCostPerEntity                .24652     (Insuf)    .18237     .33790         45    
Process 9.VACostPerEntity                   .33262     (Insuf)    .27290     .47351         17    
Process 8.VACostPerEntity                   .23050     (Insuf)    .12244     .36009         18    
Process 7.VACostPerEntity                   .33135     (Insuf)    .27936     .46165         18    
Process 6.VACostPerEntity                   1.5590     (Insuf)    1.3508     1.7722         19    
Process 5.VACostPerEntity                   .33368     (Insuf)    .27711     .41638         30    
Process 4.VACostPerEntity                   .32831     (Insuf)    .29099     .43023         31    
Process 3.VACostPerEntity                   .17243     (Insuf)    .15070     .24523         32    
Process 2.VACostPerEntity                   .49581     (Insuf)    .37758     .63589         32    
Process 1.VACostPerEntity                   .24652     (Insuf)    .18237     .33790         45    
Process 13.VACostPerEntity                  .38699     (Insuf)    .31471     .44165         10    
Process 11.TotalCostPerEntity               1.5511     (Insuf)    1.4773     1.7234         11    
Process 15.VATimePerEntity                  35.607     (Insuf)    34.554     36.713          8    
Process 15.WaitTimePerEntity                1.3197     (Insuf)    .00000     4.1380          8    
Process 14.TotalTimePerEntity               30.453     (Insuf)    27.273     32.890          9    
Process 11.VATimePerEntity                  27.921     (Insuf)    26.592     31.021         11    
Process 13.TotalTimePerEntity               13.931     (Insuf)    11.329     15.899         10    
Process 13.TotalCostPerEntity               .38699     (Insuf)    .31471     .44165         10    
Process 14.VACostPerEntity                  1.6784     (Insuf)    1.4286     1.8272          9    
Process 11.VACostPerEntity                  1.5511     (Insuf)    1.4773     1.7234         11    
Process 11.TotalTimePerEntity               27.921     (Insuf)    26.592     31.021         11    
Process 15.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          8    
Process 9.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         17    
Process 8.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         19    
Process 5.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         30    
Process 4.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 3.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 2.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 1.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         45    
Process 13.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 14.VATimePerEntity                  30.212     (Insuf)    25.715     32.890          9    
Process 15.TotalTimePerEntity               36.927     (Insuf)    35.224     40.031          8    
Process 12.TotalCostPerEntity               .25974     (Insuf)    .16178     .39430         10    
Process 12.TotalTimePerEntity               13.357     (Insuf)    8.3203     20.278         10    
Process 12.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.VATimePerEntity                   17.106     (Insuf)    14.034     24.351         17    
Process 8.VATimePerEntity                   8.2979     (Insuf)    4.4079     12.963         18    
Process 7.VATimePerEntity                   11.928     (Insuf)    10.056     16.619         18    
Process 6.VATimePerEntity                   28.062     (Insuf)    24.315     31.899         19    
Process 5.VATimePerEntity                   12.012     (Insuf)    9.9761     14.989         30    
Process 4.VATimePerEntity                   11.819     (Insuf)    10.475     15.488         31    
Process 3.VATimePerEntity                   6.2075     (Insuf)    5.4252     8.8281         32    
Process 2.VATimePerEntity                   17.849     (Insuf)    13.592     22.892         32    
Process 1.VATimePerEntity                   12.677     (Insuf)    9.3792     17.377         45    
Process 14.WaitTimePerEntity                .24190     (Insuf)    .00000     2.1771          9    
Process 15.TotalCostPerEntity               .69237     (Insuf)    .67190     .71387          8    
Process 11.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 10.TotalTimePerEntity               96.458     (Insuf)    38.442     149.29         11    
Process 9.TotalTimePerEntity                17.159     (Insuf)    14.034     24.351         17    
Process 8.TotalTimePerEntity                8.2979     (Insuf)    4.4079     12.963         18    
Process 7.TotalTimePerEntity                11.928     (Insuf)    10.056     16.619         18    
Process 6.TotalTimePerEntity                117.71     (Insuf)    30.667     203.24         19    
Process 5.TotalTimePerEntity                12.027     (Insuf)    9.9761     14.989         30    
Process 4.TotalTimePerEntity                11.819     (Insuf)    10.475     15.488         31    
Process 3.TotalTimePerEntity                6.2075     (Insuf)    5.4252     8.8281         32    
Process 2.TotalTimePerEntity                86.475     (Insuf)    13.670     163.06         32    
Process 1.TotalTimePerEntity                22.620     (Insuf)    9.3792     39.771         45    
Process 14.TotalCostPerEntity               1.6784     (Insuf)    1.4286     1.8272          9    
Process 15.VACostPerEntity                  .69237     (Insuf)    .67190     .71387          8    
Process 12.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.WaitTimePerEntity                 .05342     (Insuf)    .00000     .90815         17    
Process 8.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitTimePerEntity                 89.651     (Insuf)    .00000     174.29         19    
Process 5.WaitTimePerEntity                 .01507     (Insuf)    .00000     .45209         30    
Process 4.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 3.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 2.WaitTimePerEntity                 68.626     (Insuf)    .00000     147.21         32    
Process 1.WaitTimePerEntity                 9.9428     (Insuf)    .00000     26.484         45    
Process 10.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 12.VATimePerEntity                  13.357     (Insuf)    8.3203     20.278         10    
Process 11.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 10.VACostPerEntity                  3.2343     (Insuf)    2.9236     3.6746         11    
Process 10.VATimePerEntity                  38.812     (Insuf)    35.083     44.096         11    
Entity 1.VATime                             287.95     (Insuf)    276.49     306.65          8    
Entity 1.NVATime                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitTime                           93.219     (Insuf)    .00000     184.26          8    
Entity 1.TranTime                           15.000     (Insuf)    15.000     15.000          8    
Entity 1.OtherTime                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalTime                          396.17     (Insuf)    302.85     485.67          8    
Entity 1.VACost                             11.911     (Insuf)    11.329     12.460          8    
Entity 1.NVACost                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.TranCost                           .00000     (Insuf)    .00000     .00000          8    
Entity 1.OtherCost                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalCost                          11.911     (Insuf)    11.329     12.460          8    
Process 8.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         18    
Process 8.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 5.Queue.WaitingTime                 .01458     (Insuf)    .00000     .45209         31    
Process 5.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         31    
Process 9.Queue.WaitingTime                 .05045     (Insuf)    .00000     .90815         18    
Process 9.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         18    
Process 4.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         32    
Process 4.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         32    
Process 2.Queue.WaitingTime                 70.981     (Insuf)    .00000     147.21         33    
Process 2.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         33    
Process 7.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         19    
Process 7.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         19    
Process 6.Queue.WaitingTime                 94.411     (Insuf)    .00000     184.86         20    
Process 6.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         20    
Process 15.Queue.WaitingTime                2.3432     (Insuf)    .00000     10.530          9    
Process 15.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000          9    
Process 14.Queue.WaitingTime                .21771     (Insuf)    .00000     2.1771         10    
Process 14.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 13.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         10    
Process 13.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         10    
Process 12.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         11    
Process 12.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         11    
Process 11.Queue.WaitingTime                .00000     (Insuf)    .00000     .00000         11    
Process 11.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         11    
Process 10.Queue.WaitingTime                62.425     (Insuf)    .00000     114.99         12    
Process 10.Queue.WaitingCost                .00000     (Insuf)    .00000     .00000         12    
Process 1.Queue.WaitingTime                 10.304     (Insuf)    .00000     26.560         46    
Process 1.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         46    
Process 3.Queue.WaitingTime                 .00000     (Insuf)    .00000     .00000         32    
Process 3.Queue.WaitingCost                 .00000     (Insuf)    .00000     .00000         32    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Entity 1.WIP                                21.581     (Insuf)    .00000     40.000     40.000    
Operator 15.NumberBusy                      .49236     (Insuf)    .00000     1.0000     1.0000    
Operator 15.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 15.Utilization                     .49236     (Insuf)    .00000     1.0000     1.0000    
Operator 14.NumberBusy                      .23219     (Insuf)    .00000     1.0000     .00000    
Operator 14.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 14.Utilization                     .23219     (Insuf)    .00000     1.0000     .00000    
Operator 16.NumberBusy                      .49236     (Insuf)    .00000     1.0000     1.0000    
Operator 16.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 16.Utilization                     .49236     (Insuf)    .00000     1.0000     1.0000    
Operator 11.NumberBusy                      .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 11.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 11.Utilization                     .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberBusy                      .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 10.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 10.Utilization                     .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 13.NumberBusy                      .51189     (Insuf)    .00000     1.0000     .00000    
Operator 13.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 13.Utilization                     .51189     (Insuf)    .00000     1.0000     .00000    
Operator 12.NumberBusy                      .51189     (Insuf)    .00000     1.0000     .00000    
Operator 12.NumberScheduled                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 12.Utilization                     .51189     (Insuf)    .00000     1.0000     .00000    
Helper 1.NumberBusy                         .95298     (Insuf)    .00000     1.0000     1.0000    
Helper 1.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 1.Utilization                        .95298     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberBusy                         .23685     (Insuf)    .00000     1.0000     1.0000    
Helper 3.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 3.Utilization                        .23685     (Insuf)    .00000     1.0000     1.0000    
Helper 2.NumberBusy                         .49391     (Insuf)    .00000     1.0000     1.0000    
Helper 2.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 2.Utilization                        .49391     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberBusy                         .51008     (Insuf)    .00000     1.0000     1.0000    
Helper 4.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Helper 4.Utilization                        .51008     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberBusy                       .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 9.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 9.Utilization                      .77666     (Insuf)    .00000     1.0000     1.0000    
Operator 8.NumberBusy                       .24894     (Insuf)    .00000     1.0000     .00000    
Operator 8.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 8.Utilization                      .24894     (Insuf)    .00000     1.0000     .00000    
Operator 7.NumberBusy                       .36062     (Insuf)    .00000     1.0000     1.0000    
Operator 7.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 7.Utilization                      .36062     (Insuf)    .00000     1.0000     1.0000    
Operator 6.NumberBusy                       .89309     (Insuf)    .00000     1.0000     1.0000    
Operator 6.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 6.Utilization                      .89309     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberBusy                       .89309     (Insuf)    .00000     1.0000     1.0000    
Operator 5.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 5.Utilization                      .89309     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberBusy                       .61003     (Insuf)    .00000     1.0000     1.0000    
Operator 4.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 4.Utilization                      .61003     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberBusy                       .61134     (Insuf)    .00000     1.0000     1.0000    
Operator 3.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 3.Utilization                      .61134     (Insuf)    .00000     1.0000     1.0000    
Operator 2.NumberBusy                       .33107     (Insuf)    .00000     1.0000     .00000    
Operator 2.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 2.Utilization                      .33107     (Insuf)    .00000     1.0000     .00000    
Operator 1.NumberBusy                       .96768     (Insuf)    .00000     1.0000     1.0000    
Operator 1.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
Operator 1.Utilization                      .96768     (Insuf)    .00000     1.0000     1.0000    
Process 8.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 5.Queue.NumberInQueue               7.5349E-04 (Insuf)    .00000     1.0000     .00000    
Process 9.Queue.NumberInQueue               .00151     (Insuf)    .00000     1.0000     .00000    
Process 4.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 2.Queue.NumberInQueue               5.3632     (Insuf)    .00000     12.000     12.000    
Process 7.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Process 6.Queue.NumberInQueue               4.7359     (Insuf)    .00000     11.000     10.000    
Process 15.Queue.NumberInQueue              .03515     (Insuf)    .00000     1.0000     .00000    
Process 14.Queue.NumberInQueue              .00363     (Insuf)    .00000     1.0000     .00000    
Process 13.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 12.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 11.Queue.NumberInQueue              .00000     (Insuf)    .00000     .00000     .00000    
Process 10.Queue.NumberInQueue              1.8906     (Insuf)    .00000     5.0000     5.0000    
Process 1.Queue.NumberInQueue               .81953     (Insuf)    .00000     3.0000     2.0000    
Process 3.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Process 15 Accum Wait Cost                  .00000    
Process 14 Accum Wait Cost                  .00000    
Process 13 Accum Wait Cost                  .00000    
Process 12 Accum Wait Cost                  .00000    
Process 11 Accum Wait Cost                  .00000    
Process 10 Accum Wait Cost                  .00000    
Process 5 Number Out                        30.000    
Process 3 Accum Wait Time                   .00000    
Process 6 Total Accum Cost                  29.621    
Process 4 Number Out                        31.000    
Process 9 Accum VA Cost                     5.6544    
Process 2 Total Accum Cost                  15.865    
Process 8 Accum Wait Time                   .00000    
Process 2 Number Out                        32.000    
Process 4 Accum Wait Time                   .00000    
Process 2 Number In                         45.000    
Process 10 Number Out                       11.000    
Process 3 Number In                         32.000    
Process 8 Accum Wait Cost                   .00000    
Process 1 Accum Wait Time                   447.42    
Process 11 Number Out                       11.000    
Process 2 Total Accum Time                  2767.2    
Process 8 Accum VA Time                     149.36    
Process 7 Total Accum Time                  214.71    
Process 14 Number Out                       9.0000    
Process 2 Accum VA Cost                     15.865    
Process 6 Number In                         30.000    
Process 7 Accum VA Time                     214.71    
Process 9 Total Accum Cost                  5.6544    
Process 5 Total Accum Time                  360.82    
Process 6 Accum VA Time                     533.19    
Process 15 Number Out                       8.0000    
Process 7 Accum VA Cost                     5.9642    
Process 7 Accum Wait Cost                   .00000    
Process 15 Total Accum Time                 295.42    
Process 14 Total Accum Time                 274.08    
Process 13 Total Accum Time                 139.31    
Process 12 Total Accum Time                 133.57    
Process 11 Total Accum Time                 307.13    
Process 10 Total Accum Time                 1061.0    
Process 1 Number In                         48.000    
Process 9 Accum Wait Time                   .90815    
Process 2 Accum Wait Time                   2196.0    
Process 4 Accum Wait Cost                   .00000    
Process 12 Number Out                       10.000    
Process 7 Accum Wait Time                   .00000    
Process 5 Accum VA Time                     360.37    
Process 8 Total Accum Time                  149.36    
Process 8 Number In                         18.000    
Process 9 Number In                         18.000    
Process 5 Accum Wait Time                   .45209    
Process 9 Accum Wait Cost                   .00000    
Process 15 Accum VA Cost                    5.5389    
Process 14 Accum VA Cost                    15.106    
Process 13 Accum VA Cost                    3.8698    
Process 12 Accum VA Cost                    2.5973    
Process 11 Accum VA Cost                    17.063    
Process 10 Accum VA Cost                    35.578    
Process 9 Total Accum Time                  291.71    
Process 6 Accum Wait Time                   1703.3    
Process 7 Number Out                        18.000    
Process 6 Number Out                        19.000    
Process 5 Accum VA Cost                     10.010    
Process 3 Total Accum Cost                  5.5177    
Process 1 Total Accum Time                  1017.9    
Process 15 Accum VA Time                    284.86    
Process 14 Accum VA Time                    271.90    
Process 13 Accum VA Time                    139.31    
Process 12 Accum VA Time                    133.57    
Process 11 Accum VA Time                    307.13    
Process 10 Accum VA Time                    426.93    
Process 3 Accum VA Cost                     5.5177    
Process 5 Total Accum Cost                  10.010    
Process 2 Accum VA Time                     571.17    
Process 8 Total Accum Cost                  4.1489    
Process 13 Number Out                       10.000    
Process 3 Accum VA Time                     198.64    
Process 7 Total Accum Cost                  5.9642    
Process 1 Accum VA Time                     570.50    
Process 3 Total Accum Time                  198.64    
Process 7 Number In                         19.000    
Process 5 Number In                         31.000    
Process 15 Accum Wait Time                  10.558    
Process 14 Accum Wait Time                  2.1771    
Process 13 Accum Wait Time                  .00000    
Process 12 Accum Wait Time                  .00000    
Process 11 Accum Wait Time                  .00000    
Process 10 Accum Wait Time                  634.10    
Process 4 Number In                         32.000    
Process 8 Accum VA Cost                     4.1489    
Process 5 Accum Wait Cost                   .00000    
Process 3 Accum Wait Cost                   .00000    
Process 4 Accum VA Time                     366.39    
Process 4 Accum VA Cost                     10.177    
Process 1 Accum VA Cost                     11.093    
Process 9 Accum VA Time                     290.80    
Process 4 Total Accum Cost                  10.177    
Process 8 Number Out                        18.000    
Process 1 Accum Wait Cost                   .00000    
Process 3 Number Out                        32.000    
Process 6 Total Accum Time                  2236.5    
Process 9 Number Out                        17.000    
Process 6 Accum VA Cost                     29.621    
Process 15 Total Accum Cost                 5.5389    
Process 14 Total Accum Cost                 15.106    
Process 13 Total Accum Cost                 3.8698    
Process 12 Total Accum Cost                 2.5973    
Process 11 Total Accum Cost                 17.063    
Process 10 Total Accum Cost                 35.578    
Process 6 Accum Wait Cost                   .00000    
Process 15 Number In                        9.0000    
Process 14 Number In                        10.000    
Process 13 Number In                        10.000    
Process 12 Number In                        11.000    
Process 11 Number In                        11.000    
Process 10 Number In                        17.000    
Process 2 Accum Wait Cost                   .00000    
Process 1 Total Accum Cost                  11.093    
Process 1 Number Out                        45.000    
Process 4 Total Accum Time                  366.39    
Entity 1.NumberIn                           48.000    
Entity 1.NumberOut                          8.0000    
Operator 15.NumberSeized                    10.000    
Operator 15.ScheduledUtilization            .49236    
Operator 15.BusyCost                        7.5530    
Operator 15.IdleCost                        .00000    
Operator 15.UsageCost                       .00000    
Operator 14.NumberSeized                    10.000    
Operator 14.ScheduledUtilization            .23219    
Operator 14.BusyCost                        3.8698    
Operator 14.IdleCost                        .00000    
Operator 14.UsageCost                       .00000    
Operator 16.NumberSeized                    10.000    
Operator 16.ScheduledUtilization            .49236    
Operator 16.BusyCost                        7.5530    
Operator 16.IdleCost                        .00000    
Operator 16.UsageCost                       .00000    
Operator 11.NumberSeized                    12.000    
Operator 11.ScheduledUtilization            .77666    
Operator 11.BusyCost                        11.859    
Operator 11.IdleCost                        .00000    
Operator 11.UsageCost                       .00000    
Operator 10.NumberSeized                    12.000    
Operator 10.ScheduledUtilization            .77666    
